Date (WET),CCGT (40%),CCGT (45%),CCGT (50%),CCGT (55%),COAL (30%),COAL (35%),COAL (40%)
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[08/09/2021 01:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 02:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 03:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 04:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 05:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 06:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 07:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 08:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 09:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 10:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 11:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 12:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 13:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 14:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 15:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 16:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 17:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 18:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 19:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 20:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 21:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 22:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[08/09/2021 23:00],151.15,134.36,120.92,109.93,119.86,102.73,89.89
[09/09/2021 00:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 01:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 02:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 03:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 04:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 05:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 06:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 07:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 08:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 09:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 10:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 11:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 12:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 13:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 14:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 15:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 16:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 17:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 18:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 19:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 20:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 21:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 22:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[09/09/2021 23:00],154.76,137.57,123.81,112.56,120.72,103.48,90.54
[10/09/2021 00:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 01:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 02:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 03:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 04:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 05:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 06:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 07:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 08:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 09:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 10:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 11:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 12:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 13:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 14:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 15:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 16:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 17:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 18:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 19:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 20:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 21:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 22:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[10/09/2021 23:00],158.39,140.79,126.71,115.19,119.95,102.81,89.96
[11/09/2021 00:00],156.72,139.31,125.38,113.98,119.95,102.81,89.96
[11/09/2021 01:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 02:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 03:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 04:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 05:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 06:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 07:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 08:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 09:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 10:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 11:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 12:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 13:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 14:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 15:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 16:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 17:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 18:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 19:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 20:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 21:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 22:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[11/09/2021 23:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 00:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 01:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 02:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 03:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 04:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 05:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 06:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 07:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 08:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 09:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 10:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 11:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 12:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 13:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 14:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 15:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 16:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 17:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 18:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 19:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 20:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 21:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 22:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[12/09/2021 23:00],156.85,139.42,125.48,114.07,119.95,102.81,89.96
[13/09/2021 00:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 01:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 02:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 03:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 04:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 05:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 06:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 07:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 08:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 09:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 10:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 11:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 12:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 13:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 14:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 15:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 16:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 17:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 18:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 19:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 20:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 21:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 22:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[13/09/2021 23:00],156.74,139.33,125.39,113.99,119.97,102.83,89.98
[14/09/2021 00:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 01:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 02:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 03:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 04:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 05:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 06:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 07:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 08:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 09:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 10:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 11:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 12:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 13:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 14:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 15:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 16:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 17:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 18:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 19:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 20:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 21:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 22:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[14/09/2021 23:00],167.16,148.58,133.72,121.57,118.56,101.62,88.92
[15/09/2021 00:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 01:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 02:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 03:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 04:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 05:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 06:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 07:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 08:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 09:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 10:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 11:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 12:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 13:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 14:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 15:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 16:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 17:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 18:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 19:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 20:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 21:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 22:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[15/09/2021 23:00],176.67,157.04,141.33,128.49,116.92,100.21,87.69
[16/09/2021 00:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 01:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 02:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 03:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 04:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 05:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 06:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 07:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 08:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 09:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 10:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 11:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 12:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 13:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 14:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 15:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 16:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 17:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 18:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 19:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 20:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 21:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 22:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[16/09/2021 23:00],182.32,162.06,145.86,132.60,116.74,100.06,87.56
[17/09/2021 00:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 01:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 02:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 03:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 04:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 05:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 06:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 07:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 08:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 09:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 10:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 11:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 12:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 13:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 14:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 15:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 16:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 17:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 18:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 19:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 20:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 21:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 22:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[17/09/2021 23:00],164.76,146.46,131.81,119.83,116.41,99.78,87.31
[18/09/2021 00:00],170.08,151.19,136.07,123.70,116.77,100.09,87.58
[18/09/2021 01:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 02:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 03:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 04:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 05:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 06:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 07:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 08:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 09:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 10:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 11:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 12:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 13:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 14:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 15:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 16:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 17:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 18:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 19:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 20:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 21:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 22:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[18/09/2021 23:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 00:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 01:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 02:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 03:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 04:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 05:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 06:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 07:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 08:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 09:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 10:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 11:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 12:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 13:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 14:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 15:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 16:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 17:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 18:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 19:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 20:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 21:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 22:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[19/09/2021 23:00],163.73,145.54,130.98,119.08,116.77,100.09,87.58
[20/09/2021 00:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 01:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 02:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 03:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 04:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 05:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 06:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 07:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 08:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 09:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 10:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 11:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 12:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 13:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 14:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 15:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 16:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 17:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 18:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 19:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 20:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 21:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 22:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[20/09/2021 23:00],170.09,151.19,136.08,123.70,116.88,100.18,87.66
[21/09/2021 00:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 01:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 02:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 03:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 04:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 05:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 06:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 07:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 08:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 09:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 10:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 11:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 12:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 13:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 14:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 15:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 16:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 17:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 18:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 19:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 20:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 21:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 22:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[21/09/2021 23:00],192.45,171.07,153.96,139.96,118.36,101.46,88.77
[22/09/2021 00:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 01:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 02:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 03:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 04:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 05:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 06:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 07:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 08:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 09:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 10:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
[22/09/2021 11:00],191.89,170.57,153.51,139.56,118.22,101.33,88.66
