Date (WET),CCGT (40%),CCGT (45%),CCGT (50%),CCGT (55%),COAL (30%),COAL (35%),COAL (40%)
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[09/04/2020 18:00],12.80,11.37,10.24,9.31,12.77,10.95,9.58
[09/04/2020 19:00],12.80,11.37,10.24,9.31,12.77,10.95,9.58
[09/04/2020 20:00],12.80,11.37,10.24,9.31,12.77,10.95,9.58
[09/04/2020 21:00],12.80,11.37,10.24,9.31,12.77,10.95,9.58
[09/04/2020 22:00],12.80,11.37,10.24,9.31,12.77,10.95,9.58
[09/04/2020 23:00],12.80,11.37,10.24,9.31,12.77,10.95,9.58
[10/04/2020 00:00],12.80,11.37,10.24,9.31,12.77,10.95,9.58
[10/04/2020 01:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 02:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 03:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 04:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 05:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 06:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 07:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 08:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 09:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 10:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 11:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 12:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 13:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 14:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 15:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 16:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 17:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 18:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 19:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 20:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 21:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 22:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[10/04/2020 23:00],13.14,11.68,10.51,9.55,12.77,10.95,9.58
[11/04/2020 00:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 01:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 02:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 03:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 04:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 05:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 06:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 07:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 08:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 09:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 10:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 11:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 12:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 13:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 14:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 15:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 16:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 17:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 18:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 19:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 20:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 21:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 22:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[11/04/2020 23:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[12/04/2020 00:00],13.39,11.90,10.71,9.74,12.77,10.95,9.58
[12/04/2020 01:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 02:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 03:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 04:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 05:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 06:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 07:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 08:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 09:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 10:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 11:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 12:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 13:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 14:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 15:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 16:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 17:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 18:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 19:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 20:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 21:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 22:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[12/04/2020 23:00],15.70,13.95,12.56,11.42,12.77,10.95,9.58
[13/04/2020 00:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 01:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 02:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 03:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 04:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 05:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 06:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 07:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 08:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 09:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 10:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 11:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 12:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 13:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 14:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 15:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 16:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 17:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 18:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 19:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 20:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 21:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 22:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[13/04/2020 23:00],13.65,12.13,10.92,9.93,12.77,10.95,9.58
[14/04/2020 00:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 01:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 02:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 03:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 04:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 05:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 06:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 07:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 08:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 09:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 10:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 11:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 12:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 13:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 14:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 15:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 16:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 17:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 18:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 19:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 20:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 21:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 22:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[14/04/2020 23:00],12.88,11.45,10.30,9.37,12.61,10.81,9.46
[15/04/2020 00:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 01:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 02:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 03:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 04:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 05:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 06:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 07:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 08:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 09:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 10:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 11:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 12:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 13:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 14:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 15:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 16:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 17:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 18:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 19:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 20:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 21:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 22:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[15/04/2020 23:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 00:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 01:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 02:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 03:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 04:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 05:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 06:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 07:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 08:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 09:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 10:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 11:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 12:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 13:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 14:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 15:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 16:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 17:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 18:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 19:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 20:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 21:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 22:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[16/04/2020 23:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[17/04/2020 00:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 01:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 02:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 03:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 04:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 05:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 06:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 07:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 08:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 09:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 10:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 11:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 12:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 13:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 14:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 15:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 16:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 17:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 18:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 19:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 20:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 21:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 22:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[17/04/2020 23:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[18/04/2020 00:00],11.39,10.12,9.11,8.28,12.77,10.95,9.58
[18/04/2020 01:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 02:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 03:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 04:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 05:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 06:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 07:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 08:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 09:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 10:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 11:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 12:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 13:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 14:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 15:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 16:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 17:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 18:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 19:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 20:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 21:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 22:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[18/04/2020 23:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 00:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 01:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 02:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 03:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 04:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 05:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 06:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 07:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 08:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 09:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 10:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 11:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 12:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 13:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 14:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 15:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 16:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 17:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 18:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 19:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 20:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 21:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 22:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[19/04/2020 23:00],11.94,10.62,9.55,8.69,12.77,10.95,9.58
[20/04/2020 00:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 01:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 02:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 03:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 04:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 05:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 06:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 07:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 08:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 09:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 10:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 11:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 12:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 13:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 14:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 15:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 16:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 17:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 18:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 19:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 20:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 21:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 22:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[20/04/2020 23:00],8.79,7.81,7.03,6.39,12.77,10.95,9.58
[21/04/2020 00:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 01:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 02:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 03:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 04:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 05:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 06:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 07:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 08:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 09:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 10:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 11:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 12:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 13:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 14:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 15:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 16:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 17:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 18:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 19:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 20:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 21:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 22:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[21/04/2020 23:00],7.68,6.82,6.14,5.58,12.93,11.09,9.70
[22/04/2020 00:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 01:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 02:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 03:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 04:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 05:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 06:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 07:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 08:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 09:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 10:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 11:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 12:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 13:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 14:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 15:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 16:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 17:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 18:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 19:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 20:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 21:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 22:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[22/04/2020 23:00],10.79,9.59,8.63,7.85,12.93,11.09,9.70
[23/04/2020 00:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 01:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 02:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 03:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 04:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 05:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 06:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 07:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 08:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 09:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 10:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 11:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 12:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 13:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 14:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 15:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 16:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 17:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 18:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 19:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 20:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 21:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 22:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[23/04/2020 23:00],10.24,9.10,8.19,7.44,12.93,11.09,9.70
[24/04/2020 00:00],9.17,8.15,7.34,6.67,12.93,11.09,9.70
[24/04/2020 01:00],9.17,8.15,7.34,6.67,12.93,11.09,9.70
[24/04/2020 02:00],9.17,8.15,7.34,6.67,12.93,11.09,9.70
[24/04/2020 03:00],9.17,8.15,7.34,6.67,12.93,11.09,9.70
[24/04/2020 04:00],9.17,8.15,7.34,6.67,12.93,11.09,9.70
